experiment,model,n_clusters,n_features,MSE_mlp,MSE_mlp_noFS,MSE_lgbm,MSE_lgbm_noFS,MSE_pi-lgbm,MSE_pi-lgbm_noFS,MSE_mlp_TS,MSE_mlp_noFS_TS,MSE_lgbm_TS,MSE_lgbm_noFS_TS,MSE_pi-lgbm_TS,MSE_pi-lgbm_noFS_TS,MSE_S_mlp,MSE_S_mlp_noFS,MSE_S_lgbm,MSE_S_lgbm_noFS,MSE_S_pi-lgbm,MSE_S_pi-lgbm_noFS,MSE_Y_mlp,MSE_Y_mlp_noFS,MSE_Y_lgbm,MSE_Y_lgbm_noFS,MSE_Y_pi-lgbm,MSE_Y_pi-lgbm_noFS,MSE_Y_mlp_TS,MSE_Y_mlp_noFS_TS,MSE_Y_lgbm_TS,MSE_Y_lgbm_noFS_TS,MSE_Y_pi-lgbm_TS,MSE_Y_pi-lgbm_noFS_TS,R2_mlp,R2_mlp_noFS,R2_lgbm,R2_lgbm_noFS,R2_pi-lgbm,R2_pi-lgbm_noFS,R2_mlp_TS,R2_mlp_noFS_TS,R2_lgbm_TS,R2_lgbm_noFS_TS,R2_pi-lgbm_TS,R2_pi-lgbm_noFS_TS,R2_S_mlp,R2_S_mlp_noFS,R2_S_lgbm,R2_S_lgbm_noFS,R2_S_pi-lgbm,R2_S_pi-lgbm_noFS,R2_Y_mlp,R2_Y_mlp_noFS,R2_Y_lgbm,R2_Y_lgbm_noFS,R2_Y_pi-lgbm,R2_Y_pi-lgbm_noFS,R2_Y_mlp_TS,R2_Y_mlp_noFS_TS,R2_Y_lgbm_TS,R2_Y_lgbm_noFS_TS,R2_Y_pi-lgbm_TS,R2_Y_pi-lgbm_noFS_TS,R_mlp,R_mlp_noFS,R_lgbm,R_lgbm_noFS,R_pi-lgbm,R_pi-lgbm_noFS,R_mlp_TS,R_mlp_noFS_TS,R_lgbm_TS,R_lgbm_noFS_TS,R_pi-lgbm_TS,R_pi-lgbm_noFS_TS,R_S_mlp,R_S_mlp_noFS,R_S_lgbm,R_S_lgbm_noFS,R_S_pi-lgbm,R_S_pi-lgbm_noFS,R_Y_mlp,R_Y_mlp_noFS,R_Y_lgbm,R_Y_lgbm_noFS,R_Y_pi-lgbm,R_Y_pi-lgbm_noFS,R_Y_mlp_TS,R_Y_mlp_noFS_TS,R_Y_lgbm_TS,R_Y_lgbm_noFS_TS,R_Y_pi-lgbm_TS,R_Y_pi-lgbm_noFS_TS
test1_linreg_nc10_nv8_nd9_noTS,linreg,10,24,0.4999697980826516,0.5526656178774574,0.5226505729870462,0.5353195631978318,0.5719081086642024,0.5719058361449227,0.4999697980826516,0.5526656178774574,0.5226505729870462,0.5353195631978318,0.5719081086642024,0.5719058361449227,0.0013816328447323,0.0021850358978548,0.0012884118152604,0.0011482183828122,0.0112615384973771,0.0112602255684986,1.6362723071251797,1.7042614281956785,1.5331343020800912,1.5406807156656377,3.148311927405428,3.1518492725349527,1.6362723059736548,1.7042614526999962,1.5331343020800905,1.5406807156656366,3.148311927405428,3.1518492725349523,0.0966303375564117,0.0014169764238413,0.05564961422489,0.0327586687035635,-0.0333512885258788,-0.0333471824279056,0.8594094901340446,0.8445915307269616,0.8530317014752251,0.8494692067004374,0.8391805807032319,0.83918121973112,0.9994564362168148,0.9991403603471344,0.999493111354964,0.9995482664367284,0.995569470939072,0.9955699874732518,0.0561282096561944,0.0169091792116461,0.1156226184110743,0.1112695245704906,-0.8160808580216241,-0.8181213498553672,0.9194310021566636,0.916083260221555,0.9245094512527766,0.9241378706926956,0.8449791419415722,0.8448049653384047,0.3139431177345652,0.2088533488012174,0.2383920446096544,0.184186297284824,0.0026669587717291,0.0026818615629266,0.927248291347654,0.9192351802623,0.9239400263140252,0.9218777300591992,0.9171405913583524,0.9171403179668696,0.9999019544879478,0.9998766123930568,0.9998346614819876,0.9998921372007792,0.9997961964683932,0.9997962200263634,0.3824967523067311,0.4838211980014429,0.3960780714062011,0.4010698209750488,-0.0321112903858541,-0.033361433507609,0.9641261737009954,0.9638747822444323,0.9673139606767572,0.9664755620154022,0.9404010455574676,0.9402687255957464
test2_linreg_nc10_nv8_nd9_noTS,linreg,10,27,0.5119628896739524,0.5615186587225305,0.5279308108123981,0.5353195631978318,0.5687131205530856,0.5719058361449227,0.5119628896739524,0.5615186587225304,0.5279308108123981,0.5353195631978318,0.5687131205530858,0.5719058361449227,0.0009243577180924,0.0055916189052392,0.0014912201922036,0.0011482183828122,0.00788153679357,0.0112602255684986,2.2950476126806088,2.3587507704140784,1.78658684609027,1.5406807156656377,3.3584195052928614,3.1518492725349527,2.2950476054803413,2.3587507611434853,1.7865868460902692,1.5406807156656366,3.358419505292862,3.1518492725349523,0.0749606384185102,-0.0145791268417621,0.0461090246128721,0.0327586687035635,-0.0275784291601344,-0.0333471824279056,0.8560370567027529,0.8421020733016409,0.8515469091319144,0.8494692067004374,0.8400790049866189,0.83918121973112,0.9996363379893736,0.9978001380483612,0.9994133222206416,0.9995482664367284,0.9968992355869656,0.9955699874732518,-0.3238815383431166,-0.3606282419807796,-0.0305796398807527,0.1112695245704906,-0.9372798875730304,-0.8181213498553672,0.8869933293491327,0.8838566268623278,0.9120296107047248,0.9241378706926956,0.8346335796975127,0.8448049653384047,0.2826186778126369,0.2145587160434301,0.2204394105128522,0.184186297284824,-0.0322143881487195,0.0026818615629266,0.9252844147823164,0.91843362281135,0.9232877607354752,0.9218777300591992,0.9177581921883812,0.9171403179668696,0.9998910855183436,0.9998762454029202,0.9999082355161896,0.9998921372007792,0.999900963874793,0.9997962200263634,0.1636349154485918,0.4475031931054066,0.2775294750835441,0.4010698209750488,-0.0780847508123382,-0.033361433507609,0.9429749687976414,0.9588362394589548,0.9633547241376376,0.9664755620154022,0.9463241409722783,0.9402687255957464
test3_linreg_nc10_nv8_nd9_noTS,linreg,10,21,0.5122066943321104,0.5763504350413488,0.5217925594038807,0.5353195631978318,0.5689041442922479,0.5719058361449227,0.5122066943321104,0.5763504350413488,0.5217925594038808,0.5353195631978318,0.568904144292248,0.5719058361449227,0.0005708314160164,0.0058708900440558,0.0009977733948951,0.0011482183828122,0.0120786313374703,0.0112602255684986,1.638882487440735,2.430517361042809,1.5836393999592058,1.5406807156656377,4.073648000816612,3.1518492725349527,1.6388824936459947,2.430517365746768,1.583639399959205,1.5406807156656366,4.073648000816611,3.1518492725349523,0.0745201203460445,-0.0413778991235125,0.057199914750979,0.0327586687035635,-0.0279235801101067,-0.0333471824279056,0.8559684993192278,0.8379314073876655,0.8532729731832198,0.8494692067004374,0.8400252894922264,0.83918121973112,0.9997754227650032,0.997690266835232,0.9996074546987224,0.9995482664367284,0.9952480092156714,0.9955699874732518,0.054622546108119,-0.4020262782908987,0.086489119696302,0.1112695245704906,-1.349854247986785,-0.8181213498553672,0.9193024781914436,0.8803228853265235,0.9220226126579752,0.9241378706926956,0.799416187761605,0.8448049653384047,0.2776958856224331,0.1861261625738662,0.2551528807081628,0.184186297284824,0.0352089381351539,0.0026818615629266,0.9253133052813658,0.916254962516574,0.9240801787207208,0.9218777300591992,0.9181797283040932,0.9171403179668696,0.9999126697220784,0.999891398199162,0.9999088402324986,0.9998921372007792,0.9998641842861352,0.9997962200263634,0.3855487698017593,0.4018889119017429,0.3615857056575643,0.4010698209750488,-0.0397108176660706,-0.033361433507609,0.9593862249153128,0.9580190780940326,0.9665365055649342,0.9664755620154022,0.9392598093053168,0.9402687255957464
test4_linreg_nc10_nv8_nd9_noTS,linreg,10,23,0.4905470520180172,0.5822369910882162,0.52516678936004,0.5353195631978318,0.5650803719154864,0.5719058361449227,0.4905470520180171,0.5822369910882162,0.52516678936004,0.5353195631978318,0.5650803719154864,0.5719058361449227,0.0009277446636788,0.0073331258895059,0.0013368420451099,0.0011482183828122,0.009258660240143,0.0112602255684986,1.2541167582972956,2.917817031335741,1.7286428077775775,1.5406807156656377,3.414325527078467,3.1518492725349527,1.2541167574306622,2.9178170512606,1.7286428077775773,1.5406807156656366,3.414325527078467,3.1518492725349523,0.1136558118237458,-0.0520140138836582,0.0511031925325727,0.0327586687035635,-0.0210146028588746,-0.0333471824279056,0.8620591475306407,0.8362761195699665,0.8523241464505639,0.8494692067004374,0.8411005266567949,0.83918121973112,0.9996350054928546,0.9971149921151122,0.9994740578712128,0.9995482664367284,0.9963574458970444,0.9955699874732518,0.2765718610529049,-0.6831215521218383,0.0028449575678469,0.1112695245704906,-0.969528869997288,-0.8181213498553672,0.9382480960193248,0.8563285616629812,0.914882737950603,0.9241378706926956,0.8318808030770017,0.8448049653384047,0.3385436730000837,0.2066661416582201,0.2422005170099555,0.184186297284824,0.0243156068786572,0.0026818615629266,0.9286364054611992,0.915648598174335,0.9235398412085282,0.9218777300591992,0.9184473709642608,0.9171403179668696,0.9999051202316044,0.9999196890498496,0.9998606822510204,0.9998921372007792,0.9998932184298672,0.9997962200263634,0.5592396614339222,0.3635777943467621,0.2670610184715639,0.4010698209750488,-0.0360755663030231,-0.033361433507609,0.9739949421919354,0.9512837860747112,0.9648411370017712,0.9664755620154022,0.95374679037328,0.9402687255957464
test5_linreg_nc10_nv8_nd9_noTS,linreg,10,27,0.5073089003917297,0.5710115951159731,0.5266329036362364,0.5353195631978318,0.5693429880725659,0.5719058361449227,0.5073089003917297,0.5710115951159728,0.5266329036362364,0.5353195631978318,0.5693429880725659,0.5719058361449227,0.0011322302700824,0.0042530523220768,0.0014619800608334,0.0011482183828122,0.0105947437600821,0.0112602255684986,1.485297894768451,2.4993305624005586,1.8243908256662835,1.5406807156656377,3.837738169459856,3.1518492725349527,1.4852978885697663,2.4993305346606784,1.8243908256662824,1.5406807156656366,3.837738169459856,3.1518492725349523,0.0833696918113764,-0.0317314243969937,0.0484541462024334,0.0327586687035635,-0.0287165043211523,-0.0333471824279056,0.8573457492049953,0.8394326785246017,0.8519118780407465,0.8494692067004374,0.8399018874966199,0.83918121973112,0.9995545565007452,0.9983267586471424,0.9994248259109954,0.9995482664367284,0.9958318021882124,0.9955699874732518,0.1432167023641184,-0.4417206734609435,-0.052386590795435,0.1112695245704906,-1.2137713760144415,-0.8181213498553672,0.92686488554258,0.8769345690679292,0.9101681670209262,0.9241378706926956,0.8110322364011952,0.8448049653384047,0.2945234996483592,0.1745040390437665,0.2332209273717957,0.184186297284824,0.0173101306849532,0.0026818615629266,0.9260724632737264,0.9167880087300964,0.9234040134897764,0.9218777300591992,0.917880569156862,0.9171403179668696,0.9999017971468838,0.9999029256925164,0.9998687146067592,0.9998921372007792,0.999862736696902,0.9997962200263634,0.4431711701618797,0.3381025313143888,0.2177773704737319,0.4010698209750488,-0.0600045701179919,-0.033361433507609,0.969691730353172,0.9515786800784424,0.964800633581694,0.9664755620154022,0.939215162592754,0.9402687255957464
test1_lgbm_nc10_nv8_nd9_noTS,lgbm,10,17,0.5432084628222048,0.5522307543658933,0.5292612621678652,0.5353195631978318,0.5719058361449227,0.5719058361449227,0.5432084628222047,0.5522307543658933,0.5292612621678653,0.5353195631978318,0.5719058361449227,0.5719058361449227,0.0009838308648611,0.0031257545736435,0.0011695261251102,0.0011482183828122,0.0112602255684986,0.0112602255684986,1.7548272999106982,2.2978863713980657,1.6784737414036772,1.5406807156656377,3.1518492725349527,3.1518492725349527,1.7548273021686316,2.297886352138724,1.6784737414036772,1.5406807156656366,3.1518492725349523,3.1518492725349523,0.018504622523072,0.0022027088923968,0.0437051006228729,0.0327586687035635,-0.0333471824279056,-0.0333471824279056,0.8472508638630795,0.8447138134789345,0.8511727888647816,0.8494692067004374,0.83918121973112,0.83918121973112,0.9996129399869458,0.9987702615873416,0.9995398835171568,0.9995482664367284,0.9955699874732518,0.9955699874732518,-0.0122593764487533,-0.325519055681357,0.0317846189506194,0.1112695245704906,-0.8181213498553672,-0.8181213498553672,0.9135934302574888,0.886853551286177,0.9173530305698232,0.9241378706926956,0.8448049653384047,0.8448049653384047,0.1669856209800711,0.2005489660406662,0.2142990525452941,0.184186297284824,0.0026818615629266,0.0026818615629266,0.9205442771990144,0.9195062904758604,0.9230551101323232,0.9218777300591992,0.9171403179668696,0.9171403179668696,0.9998978397242186,0.9999338785573928,0.9998997841879048,0.9998921372007792,0.9997962200263634,0.9997962200263634,0.2718887337281894,0.3315414445417532,0.2854167257739912,0.4010698209750488,-0.033361433507609,-0.033361433507609,0.9614539076152772,0.9535756200970296,0.963745715312712,0.9664755620154022,0.9402687255957464,0.9402687255957464
test2_lgbm_nc10_nv8_nd9_noTS,lgbm,10,16,0.549570586087564,0.5735354612558309,0.5319236072559484,0.5353195631978318,0.5718749260790362,0.5719058361449227,0.5495705860875639,0.5735354612558308,0.5319236072559484,0.5353195631978318,0.5718749260790363,0.5719058361449227,0.0008268899508818,0.0051808780790714,0.0011598144935834,0.0011482183828122,0.0112605297944716,0.0112602255684986,1.6269658240040212,2.524616898060691,1.5500875121575357,1.5406807156656377,3.145014838721876,3.1518492725349527,1.626965827847261,2.524616864121385,1.5500875121575357,1.5406807156656366,3.145014838721876,3.1518492725349523,0.0070092298639697,-0.0362916680588303,0.0388946464859362,0.0327586687035635,-0.0332913326227912,-0.0333471824279056,0.8454618474922164,0.8387229724007582,0.8504241427369392,0.8494692067004374,0.839189911579987,0.83918121973112,0.9996746838845842,0.9979617322361596,0.99954370427981,0.9995482664367284,0.9955698677842756,0.9955699874732518,0.0614965868187983,-0.4563069124425813,0.1058432823689055,0.1112695245704906,-0.8141789563729103,-0.8181213498553672,0.9198892471647574,0.8756894864393545,0.9236746860726897,0.9241378706926956,0.8451414884715872,0.8448049653384047,0.1518721189158203,0.1872943634084337,0.2035647140362508,0.184186297284824,0.0028514335764986,0.0026818615629266,0.9195309095140752,0.9165218943695174,0.9225503993838854,0.9218777300591992,0.9171448369769928,0.9171403179668696,0.999897787901171,0.999845723613229,0.9999238144606653,0.9998921372007792,0.9997961765712502,0.9997962200263634,0.3531043960470527,0.3545628178918758,0.4130993972829447,0.4010698209750488,-0.0313836775298999,-0.033361433507609,0.9624718395431598,0.952510153733657,0.9692024628258222,0.9664755620154022,0.9404601076860092,0.9402687255957464
test3_lgbm_nc10_nv8_nd9_noTS,lgbm,10,21,0.5502410935370103,0.5481760198862005,0.5204474805687741,0.5353195631978318,0.5719058096970803,0.5719058361449227,0.5502410935370103,0.5481760198862005,0.5204474805687741,0.5353195631978318,0.5719058096970803,0.5719058361449227,0.0012762413615945,0.0044679630688236,0.0010554021066914,0.0011482183828122,0.0112620514308648,0.0112602255684986,2.021166372392318,2.137493467282491,1.5311283849610728,1.5406807156656377,3.147779856305477,3.1518492725349527,2.0211663813629945,2.1374934691049736,1.5311283849610715,1.5406807156656366,3.1477798563054784,3.1518492725349523,0.0057977245078562,0.0095289996648905,0.0596302683801186,0.0327586687035635,-0.0333471346406621,-0.0333471824279056,0.8452733021349808,0.845853996726117,0.8536512066684478,0.8494692067004374,0.8391812271682005,0.83918121973112,0.999497899470608,0.9982422081828174,0.99958478233629,0.9995482664367284,0.9955692691401148,0.9955699874732518,-0.165895135048989,-0.2329975744420926,0.1167797171251238,0.1112695245704906,-0.8157739366739283,-0.8181213498553672,0.9004790649902492,0.894751193872961,0.9246082213238986,0.9241378706926956,0.8450053407809389,0.8448049653384047,0.1706298889664141,0.2189574373934192,0.2517088735345995,0.184186297284824,0.0026783022845859,0.0026818615629266,0.9195041667516576,0.9202652078754932,0.9244906377243952,0.9218777300591992,0.9171405267713424,0.9171403179668696,0.999846553684706,0.999876459487378,0.9999316442397436,0.9998921372007792,0.999795967359113,0.9997962200263634,0.1838583964914621,0.4213612506562178,0.3830119448367837,0.4010698209750488,-0.0320294489098871,-0.033361433507609,0.9538618872210892,0.959758176150587,0.9670560500487806,0.9664755620154022,0.9403908771725742,0.9402687255957464
test4_lgbm_nc10_nv8_nd9_noTS,lgbm,10,24,0.5317665449688878,0.5423632964304214,0.5241363318036167,0.5353195631978318,0.5719058361449227,0.5719058361449227,0.5317665449688878,0.5423632964304214,0.5241363318036167,0.5353195631978318,0.5719058361449227,0.5719058361449227,0.0015321527082514,0.0053892579114509,0.0015650652211754,0.0011482183828122,0.0112602255684986,0.0112602255684986,1.5990240406753369,2.124314835587606,1.3688630178231744,1.5406807156656377,3.1518492725349527,3.1518492725349527,1.5990240291489028,2.12431480359459,1.3688630178231742,1.5406807156656366,3.1518492725349523,3.1518492725349523,0.039178434238294,0.020031710121127,0.052965073187121,0.0327586687035635,-0.0333471824279056,-0.0333471824279056,0.8504683083387481,0.8474885229664855,0.8526139090598421,0.8494692067004374,0.83918121973112,0.83918121973112,0.9993972184971646,0.9978797511726234,0.9993842700137036,0.9995482664367284,0.9955699874732518,0.9955699874732518,0.0776146014921508,-0.2253955765118171,0.2103813150525071,0.1112695245704906,-0.8181213498553672,-0.8181213498553672,0.9212650833937568,0.8954001029018602,0.9325980638258178,0.9241378706926956,0.8448049653384047,0.8448049653384047,0.2404754623142055,0.2398207102155309,0.2425290345039883,0.184186297284824,0.0026818615629266,0.0026818615629266,0.9223293986529948,0.9213110166653128,0.9236565662555754,0.9218777300591992,0.9171403179668696,0.9171403179668696,0.9998964542120808,0.9998837453382768,0.9998748721287452,0.9998921372007792,0.9997962200263634,0.9997962200263634,0.4693190238399786,0.4987867772249492,0.5471117016088134,0.4010698209750488,-0.033361433507609,-0.033361433507609,0.963775206258668,0.9637845501267316,0.9737836489766968,0.9664755620154022,0.9402687255957464,0.9402687255957464
test5_lgbm_nc10_nv8_nd9_noTS,lgbm,10,19,0.5363664555938744,0.5608614213691849,0.5212080482483099,0.5353195631978318,0.5718986026465838,0.5719058361449227,0.5363664555938745,0.5608614213691849,0.5212080482483099,0.5353195631978318,0.5718986026465838,0.5719058361449227,0.0007648834720127,0.0052335792141944,0.0018563854176562,0.0011482183828122,0.0112602372461944,0.0112602255684986,1.694228812251472,2.582739506750272,1.708519389144953,1.5406807156656377,3.1518414891901507,3.1518492725349527,1.6942288063345994,2.582739505926814,1.7085193891449515,1.5406807156656366,3.15184148919015,3.1518492725349523,0.0308670927842688,-0.0133915985384247,0.0582560378354684,0.0327586687035635,-0.0333341125925319,-0.0333471824279056,0.8491748226470428,0.8422868871343246,0.8534373365541658,0.8494692067004374,0.8391832537764233,0.83918121973112,0.999699078553808,0.997940998487324,0.9992696584447032,0.9995482664367284,0.9955699828789976,0.9955699874732518,0.0226964208167596,-0.4898345169155027,0.0144530053786567,0.1112695245704906,-0.8181168600894759,-0.8181213498553672,0.91657726128753,0.8728275648721591,0.9158736021646422,0.9241378706926956,0.8448053485853058,0.8448049653384047,0.1843114684579819,0.201724392678735,0.25162479394355,0.184186297284824,0.0027233317345651,0.0026818615629266,0.9215543609264568,0.918462335935339,0.924207648185139,0.9218777300591992,0.9171413882613844,0.9171403179668696,0.9998806860112036,0.999874555528684,0.9998382648126092,0.9998921372007792,0.9997962178005412,0.9997962200263634,0.2595024054553986,0.3029696175865619,0.3232140244232816,0.4010698209750488,-0.0333564370057042,-0.033361433507609,0.960490487919,0.9521882867339742,0.9653066308707958,0.9664755620154022,0.9402709740319164,0.9402687255957464
